song_link,difficulty,good/bad
https://api.beatsaver.com/download/key/affa,ExpertPlus,good
https://api.beatsaver.com/download/key/110ac,ExpertPlus,good
https://api.beatsaver.com/download/key/7de1,ExpertPlus,good
https://api.beatsaver.com/download/key/72de,ExpertPlus,good
https://api.beatsaver.com/download/key/4b20,ExpertPlus,good
https://api.beatsaver.com/download/key/11de5,ExpertPlus,good
https://api.beatsaver.com/download/key/706b,ExpertPlus,good
https://api.beatsaver.com/download/key/4611,ExpertPlus,good
https://api.beatsaver.com/download/key/88bd,ExpertPlus,good
https://api.beatsaver.com/download/key/51be,ExpertPlus,good
https://api.beatsaver.com/download/key/943e,ExpertPlus,good
https://api.beatsaver.com/download/key/1ff6,ExpertPlus,good
https://api.beatsaver.com/download/key/5352,ExpertPlus,good
https://api.beatsaver.com/download/key/89be,ExpertPlus,good
https://api.beatsaver.com/download/key/53fc,ExpertPlus,good
https://api.beatsaver.com/download/key/ae3c,ExpertPlus,good
https://api.beatsaver.com/download/key/5389,ExpertPlus,good
https://api.beatsaver.com/download/key/51fd,ExpertPlus,good
https://api.beatsaver.com/download/key/849c,ExpertPlus,good
https://api.beatsaver.com/download/key/484d,ExpertPlus,good
https://api.beatsaver.com/download/key/5d26,ExpertPlus,good
https://api.beatsaver.com/download/key/8e98,ExpertPlus,good
https://api.beatsaver.com/download/key/6cf7,ExpertPlus,good
https://api.beatsaver.com/download/key/6381,ExpertPlus,good
https://api.beatsaver.com/download/key/d60d,ExpertPlus,good
https://api.beatsaver.com/download/key/613b,ExpertPlus,good
https://api.beatsaver.com/download/key/b662,ExpertPlus,good
https://api.beatsaver.com/download/key/6ace,ExpertPlus,good
https://api.beatsaver.com/download/key/5d24,ExpertPlus,good
https://api.beatsaver.com/download/key/6f60,ExpertPlus,good
https://api.beatsaver.com/download/key/269f,ExpertPlus,good
https://api.beatsaver.com/download/key/443d,ExpertPlus,good
https://api.beatsaver.com/download/key/f91e,ExpertPlus,good
https://api.beatsaver.com/download/key/c208,ExpertPlus,good
https://api.beatsaver.com/download/key/45eb,ExpertPlus,good
https://api.beatsaver.com/download/key/96fc,ExpertPlus,good
https://api.beatsaver.com/download/key/7c0b,ExpertPlus,good
https://api.beatsaver.com/download/key/5d1f,ExpertPlus,good
https://api.beatsaver.com/download/key/d35a,ExpertPlus,good
https://api.beatsaver.com/download/key/1c00,ExpertPlus,good
https://api.beatsaver.com/download/key/10842,ExpertPlus,good
https://api.beatsaver.com/download/key/e7cd,ExpertPlus,good
https://api.beatsaver.com/download/key/492e,ExpertPlus,good
https://api.beatsaver.com/download/key/7e92,ExpertPlus,good
https://api.beatsaver.com/download/key/b18a,ExpertPlus,good
https://api.beatsaver.com/download/key/63ea,ExpertPlus,good
https://api.beatsaver.com/download/key/65bb,ExpertPlus,good
https://api.beatsaver.com/download/key/56c2,ExpertPlus,good
https://api.beatsaver.com/download/key/7326,ExpertPlus,good
https://api.beatsaver.com/download/key/d35b,ExpertPlus,good
https://api.beatsaver.com/download/key/10e6,ExpertPlus,good
https://api.beatsaver.com/download/key/1f90,ExpertPlus,good
https://api.beatsaver.com/download/key/d410,ExpertPlus,good
https://api.beatsaver.com/download/key/6ed4,ExpertPlus,good
https://api.beatsaver.com/download/key/9b89,ExpertPlus,good
https://api.beatsaver.com/download/key/21d9,ExpertPlus,good
https://api.beatsaver.com/download/key/6352,ExpertPlus,good
https://api.beatsaver.com/download/key/4a45,ExpertPlus,good
https://api.beatsaver.com/download/key/8ac5,ExpertPlus,good
https://api.beatsaver.com/download/key/4a3f,ExpertPlus,good
https://api.beatsaver.com/download/key/48ff,ExpertPlus,good
https://api.beatsaver.com/download/key/672f,ExpertPlus,good
https://api.beatsaver.com/download/key/38ec,ExpertPlus,good
https://api.beatsaver.com/download/key/b724,ExpertPlus,good
https://api.beatsaver.com/download/key/587c,ExpertPlus,good
https://api.beatsaver.com/download/key/83b,ExpertPlus,good
https://api.beatsaver.com/download/key/4fc3,ExpertPlus,good
https://api.beatsaver.com/download/key/199e,ExpertPlus,good
https://api.beatsaver.com/download/key/90c3,ExpertPlus,good
https://api.beatsaver.com/download/key/a72f,ExpertPlus,good
https://api.beatsaver.com/download/key/485a,ExpertPlus,good
https://api.beatsaver.com/download/key/7310,ExpertPlus,good
https://api.beatsaver.com/download/key/130e6,ExpertPlus,good
https://api.beatsaver.com/download/key/612d,ExpertPlus,good
https://api.beatsaver.com/download/key/68c5,ExpertPlus,good
https://api.beatsaver.com/download/key/744f,ExpertPlus,good
https://api.beatsaver.com/download/key/8215,ExpertPlus,good
https://api.beatsaver.com/download/key/850a,ExpertPlus,good
https://api.beatsaver.com/download/key/142e8,ExpertPlus,good
https://api.beatsaver.com/download/key/aa5c,ExpertPlus,good
https://api.beatsaver.com/download/key/5335,ExpertPlus,good
https://api.beatsaver.com/download/key/6330,ExpertPlus,good
https://api.beatsaver.com/download/key/1a0b9,ExpertPlus,good
https://api.beatsaver.com/download/key/500d,ExpertPlus,good
https://api.beatsaver.com/download/key/9137,ExpertPlus,good
https://api.beatsaver.com/download/key/1a0ba,ExpertPlus,good
https://api.beatsaver.com/download/key/332f,ExpertPlus,good
https://api.beatsaver.com/download/key/a90b,ExpertPlus,good
https://api.beatsaver.com/download/key/68bb,ExpertPlus,good
https://api.beatsaver.com/download/key/827d,ExpertPlus,good
https://api.beatsaver.com/download/key/3c89,ExpertPlus,good
https://api.beatsaver.com/download/key/56b3,ExpertPlus,good
https://api.beatsaver.com/download/key/d565,ExpertPlus,good
https://api.beatsaver.com/download/key/a233,ExpertPlus,good
https://api.beatsaver.com/download/key/1a0b8,ExpertPlus,good
https://api.beatsaver.com/download/key/5395,ExpertPlus,good
https://api.beatsaver.com/download/key/8367,ExpertPlus,good
https://api.beatsaver.com/download/key/623c,ExpertPlus,good
https://api.beatsaver.com/download/key/9bdb,ExpertPlus,good
https://api.beatsaver.com/download/key/a83b,ExpertPlus,good
https://api.beatsaver.com/download/key/7067,ExpertPlus,good
https://api.beatsaver.com/download/key/570d,ExpertPlus,good
https://api.beatsaver.com/download/key/86e9,ExpertPlus,good
https://api.beatsaver.com/download/key/dfc3,ExpertPlus,good
https://api.beatsaver.com/download/key/4131,ExpertPlus,good
https://api.beatsaver.com/download/key/46b1,ExpertPlus,good
https://api.beatsaver.com/download/key/6666,ExpertPlus,good
https://api.beatsaver.com/download/key/4e8d,ExpertPlus,good
https://api.beatsaver.com/download/key/8b21,ExpertPlus,good
https://api.beatsaver.com/download/key/3c10,ExpertPlus,good
https://api.beatsaver.com/download/key/dc68,ExpertPlus,good
https://api.beatsaver.com/download/key/2394,ExpertPlus,good
https://api.beatsaver.com/download/key/11b01,ExpertPlus,good
https://api.beatsaver.com/download/key/8266,ExpertPlus,good
https://api.beatsaver.com/download/key/17195,ExpertPlus,good
https://api.beatsaver.com/download/key/5911,ExpertPlus,good
https://api.beatsaver.com/download/key/653f,ExpertPlus,good
https://api.beatsaver.com/download/key/5223,ExpertPlus,good
https://api.beatsaver.com/download/key/6713,ExpertPlus,good
https://api.beatsaver.com/download/key/924a,ExpertPlus,good
https://api.beatsaver.com/download/key/645a,ExpertPlus,good
https://api.beatsaver.com/download/key/4211,ExpertPlus,good
https://api.beatsaver.com/download/key/1a0b6,ExpertPlus,good
https://api.beatsaver.com/download/key/1fee,ExpertPlus,good
https://api.beatsaver.com/download/key/142ea,ExpertPlus,good
https://api.beatsaver.com/download/key/12db3,ExpertPlus,good
https://api.beatsaver.com/download/key/f003,ExpertPlus,good
https://api.beatsaver.com/download/key/451b,ExpertPlus,good
https://api.beatsaver.com/download/key/22bf,ExpertPlus,good
https://api.beatsaver.com/download/key/907f,ExpertPlus,good
https://api.beatsaver.com/download/key/8b1c,ExpertPlus,good
https://api.beatsaver.com/download/key/658e,ExpertPlus,good
https://api.beatsaver.com/download/key/cb19,ExpertPlus,good
https://api.beatsaver.com/download/key/4a4c,ExpertPlus,good
https://api.beatsaver.com/download/key/fb0f,ExpertPlus,good
https://api.beatsaver.com/download/key/64c9,ExpertPlus,good
https://api.beatsaver.com/download/key/431d,ExpertPlus,good
https://api.beatsaver.com/download/key/3714,ExpertPlus,good
https://api.beatsaver.com/download/key/84d6,ExpertPlus,good
https://api.beatsaver.com/download/key/4f0f,ExpertPlus,good
https://api.beatsaver.com/download/key/1e9b,ExpertPlus,good
https://api.beatsaver.com/download/key/c767,ExpertPlus,good
https://api.beatsaver.com/download/key/a90a,ExpertPlus,good
https://api.beatsaver.com/download/key/6773,ExpertPlus,good
https://api.beatsaver.com/download/key/c1d,ExpertPlus,good
https://api.beatsaver.com/download/key/9fab,ExpertPlus,good
https://api.beatsaver.com/download/key/8108,ExpertPlus,good
https://api.beatsaver.com/download/key/1814,ExpertPlus,good
https://api.beatsaver.com/download/key/9a36,ExpertPlus,good
https://api.beatsaver.com/download/key/1897,ExpertPlus,good
https://api.beatsaver.com/download/key/540b,ExpertPlus,good
https://api.beatsaver.com/download/key/4a08,ExpertPlus,good
https://api.beatsaver.com/download/key/a692,ExpertPlus,good
https://api.beatsaver.com/download/key/13b20,ExpertPlus,good
https://api.beatsaver.com/download/key/5b95,ExpertPlus,good
https://api.beatsaver.com/download/key/ca40,ExpertPlus,good
https://api.beatsaver.com/download/key/ae9d,ExpertPlus,good
https://api.beatsaver.com/download/key/31ad,ExpertPlus,good
https://api.beatsaver.com/download/key/487c,ExpertPlus,good
https://api.beatsaver.com/download/key/3342,ExpertPlus,good
https://api.beatsaver.com/download/key/4e81,ExpertPlus,good
https://api.beatsaver.com/download/key/6e1f,ExpertPlus,good
https://api.beatsaver.com/download/key/9a35,ExpertPlus,good
https://api.beatsaver.com/download/key/57cb,ExpertPlus,good
https://api.beatsaver.com/download/key/16894,ExpertPlus,good
https://api.beatsaver.com/download/key/e7ce,ExpertPlus,good
https://api.beatsaver.com/download/key/8647,ExpertPlus,good
https://api.beatsaver.com/download/key/7578,ExpertPlus,good
https://api.beatsaver.com/download/key/ed2a,ExpertPlus,good
https://api.beatsaver.com/download/key/fc05,ExpertPlus,good
https://api.beatsaver.com/download/key/38ea,ExpertPlus,good
https://api.beatsaver.com/download/key/b7b1,ExpertPlus,good
https://api.beatsaver.com/download/key/c213,ExpertPlus,good
https://api.beatsaver.com/download/key/9ca9,ExpertPlus,good
https://api.beatsaver.com/download/key/1a0be,ExpertPlus,good
https://api.beatsaver.com/download/key/4820,ExpertPlus,good
https://api.beatsaver.com/download/key/7288,ExpertPlus,good
https://api.beatsaver.com/download/key/194d,ExpertPlus,good
https://api.beatsaver.com/download/key/2dd6,ExpertPlus,good
https://api.beatsaver.com/download/key/1e6ff,ExpertPlus,good
https://api.beatsaver.com/download/key/7303,ExpertPlus,good
https://api.beatsaver.com/download/key/d411,ExpertPlus,good
https://api.beatsaver.com/download/key/1bc4,ExpertPlus,good
https://api.beatsaver.com/download/key/28ad,ExpertPlus,good
https://api.beatsaver.com/download/key/72ac,ExpertPlus,good
https://api.beatsaver.com/download/key/2712,ExpertPlus,good
https://api.beatsaver.com/download/key/acb4,ExpertPlus,good
https://api.beatsaver.com/download/key/a005,ExpertPlus,good
https://api.beatsaver.com/download/key/12ad1,ExpertPlus,good
https://api.beatsaver.com/download/key/1a0b7,ExpertPlus,good
https://api.beatsaver.com/download/key/5a1f,ExpertPlus,good
https://api.beatsaver.com/download/key/7dd2,ExpertPlus,good
https://api.beatsaver.com/download/key/68a4,ExpertPlus,good
https://api.beatsaver.com/download/key/4353,ExpertPlus,good
https://api.beatsaver.com/download/key/8e13,ExpertPlus,good
https://api.beatsaver.com/download/key/8e86,ExpertPlus,good
https://api.beatsaver.com/download/key/d299,ExpertPlus,good
https://api.beatsaver.com/download/key/a697,ExpertPlus,good
https://api.beatsaver.com/download/key/b99e,ExpertPlus,good
https://api.beatsaver.com/download/key/3a15,ExpertPlus,good
https://api.beatsaver.com/download/key/5cd5,ExpertPlus,good
https://api.beatsaver.com/download/key/dae6,ExpertPlus,good
https://api.beatsaver.com/download/key/6cb6,ExpertPlus,good
https://api.beatsaver.com/download/key/9a3f,ExpertPlus,good
https://api.beatsaver.com/download/key/3dd6,ExpertPlus,good
https://api.beatsaver.com/download/key/b8d7,ExpertPlus,good
https://api.beatsaver.com/download/key/2e71,ExpertPlus,good
https://api.beatsaver.com/download/key/6e39,ExpertPlus,good
https://api.beatsaver.com/download/key/3e11,ExpertPlus,good
https://api.beatsaver.com/download/key/2885,ExpertPlus,good
https://api.beatsaver.com/download/key/7106,ExpertPlus,good
https://api.beatsaver.com/download/key/5714,ExpertPlus,good
https://api.beatsaver.com/download/key/26fd,ExpertPlus,good
https://api.beatsaver.com/download/key/e7be,ExpertPlus,good
https://api.beatsaver.com/download/key/706a,ExpertPlus,good
https://api.beatsaver.com/download/key/12ba7,ExpertPlus,good
https://api.beatsaver.com/download/key/9e51,ExpertPlus,good
https://api.beatsaver.com/download/key/ab9b,ExpertPlus,good
https://api.beatsaver.com/download/key/e4ae,ExpertPlus,good
https://api.beatsaver.com/download/key/d771,ExpertPlus,good
https://api.beatsaver.com/download/key/8f65,ExpertPlus,good
https://api.beatsaver.com/download/key/3f50,ExpertPlus,good
https://api.beatsaver.com/download/key/5d02,ExpertPlus,good
https://api.beatsaver.com/download/key/77b9,ExpertPlus,good
https://api.beatsaver.com/download/key/9e56,ExpertPlus,good
https://api.beatsaver.com/download/key/c209,ExpertPlus,good
https://api.beatsaver.com/download/key/13e55,ExpertPlus,good
https://api.beatsaver.com/download/key/2cc2,ExpertPlus,good
https://api.beatsaver.com/download/key/ed9a,ExpertPlus,good
https://api.beatsaver.com/download/key/e0b0,ExpertPlus,good
https://api.beatsaver.com/download/key/25d6,ExpertPlus,good
https://api.beatsaver.com/download/key/9a07,ExpertPlus,good
https://api.beatsaver.com/download/key/dda2,ExpertPlus,good
https://api.beatsaver.com/download/key/4373,ExpertPlus,good
https://api.beatsaver.com/download/key/9dd9,ExpertPlus,good
https://api.beatsaver.com/download/key/7062,ExpertPlus,good
https://api.beatsaver.com/download/key/3e15,ExpertPlus,good
https://api.beatsaver.com/download/key/7037,ExpertPlus,good
https://api.beatsaver.com/download/key/4c59,ExpertPlus,good
https://api.beatsaver.com/download/key/acea,ExpertPlus,good
https://api.beatsaver.com/download/key/9a40,ExpertPlus,good
https://api.beatsaver.com/download/key/4ede,ExpertPlus,good
https://api.beatsaver.com/download/key/10377,ExpertPlus,good
https://api.beatsaver.com/download/key/6746,ExpertPlus,good
https://api.beatsaver.com/download/key/1fea,ExpertPlus,good
https://api.beatsaver.com/download/key/5f7a,ExpertPlus,good
https://api.beatsaver.com/download/key/21c2,ExpertPlus,good
https://api.beatsaver.com/download/key/65d3,ExpertPlus,good
https://api.beatsaver.com/download/key/11c10,ExpertPlus,good
https://api.beatsaver.com/download/key/4d1b,ExpertPlus,good
https://api.beatsaver.com/download/key/729a,ExpertPlus,good
https://api.beatsaver.com/download/key/73f6,ExpertPlus,good
https://api.beatsaver.com/download/key/11b49,ExpertPlus,good
https://api.beatsaver.com/download/key/11ec7,ExpertPlus,good
https://api.beatsaver.com/download/key/6018,ExpertPlus,good
https://api.beatsaver.com/download/key/7dfa,ExpertPlus,good
https://api.beatsaver.com/download/key/65fa,ExpertPlus,good
https://api.beatsaver.com/download/key/346f,ExpertPlus,good
https://api.beatsaver.com/download/key/5a42,ExpertPlus,good
https://api.beatsaver.com/download/key/75b6,ExpertPlus,good
https://api.beatsaver.com/download/key/198bc,ExpertPlus,good
https://api.beatsaver.com/download/key/1622c,ExpertPlus,good
https://api.beatsaver.com/download/key/4e92,ExpertPlus,good
https://api.beatsaver.com/download/key/437d,ExpertPlus,good
https://api.beatsaver.com/download/key/daf3,ExpertPlus,good
https://api.beatsaver.com/download/key/1485d,ExpertPlus,good
https://api.beatsaver.com/download/key/53a3,ExpertPlus,good
https://api.beatsaver.com/download/key/a38c,ExpertPlus,good
https://api.beatsaver.com/download/key/c20d,ExpertPlus,good
https://api.beatsaver.com/download/key/74ab,ExpertPlus,good
https://api.beatsaver.com/download/key/b784,ExpertPlus,good
https://api.beatsaver.com/download/key/6f1d,ExpertPlus,good
https://api.beatsaver.com/download/key/b7f8,ExpertPlus,good
https://api.beatsaver.com/download/key/7512,ExpertPlus,good
https://api.beatsaver.com/download/key/184ba,ExpertPlus,good
https://api.beatsaver.com/download/key/e792,ExpertPlus,good
https://api.beatsaver.com/download/key/754,ExpertPlus,good
https://api.beatsaver.com/download/key/d6a6,ExpertPlus,good
https://api.beatsaver.com/download/key/8a09,ExpertPlus,good
https://api.beatsaver.com/download/key/119e9,ExpertPlus,good
https://api.beatsaver.com/download/key/2eae,ExpertPlus,good
https://api.beatsaver.com/download/key/4f00,ExpertPlus,good
https://api.beatsaver.com/download/key/9921,ExpertPlus,good
https://api.beatsaver.com/download/key/7995,ExpertPlus,good
https://api.beatsaver.com/download/key/2c7e,ExpertPlus,good
https://api.beatsaver.com/download/key/9197,ExpertPlus,good
https://api.beatsaver.com/download/key/612e,ExpertPlus,good
https://api.beatsaver.com/download/key/958a,ExpertPlus,good
https://api.beatsaver.com/download/key/5c92,ExpertPlus,good
https://api.beatsaver.com/download/key/810d,ExpertPlus,good
https://api.beatsaver.com/download/key/4701,ExpertPlus,good
https://api.beatsaver.com/download/key/486d,ExpertPlus,good
https://api.beatsaver.com/download/key/8b38,ExpertPlus,good
https://api.beatsaver.com/download/key/d608,ExpertPlus,good
https://api.beatsaver.com/download/key/3b7b,ExpertPlus,good
https://api.beatsaver.com/download/key/6fc6,ExpertPlus,good
https://api.beatsaver.com/download/key/fb23,ExpertPlus,good
https://api.beatsaver.com/download/key/abe8,ExpertPlus,good
https://api.beatsaver.com/download/key/1059c,ExpertPlus,good
https://api.beatsaver.com/download/key/417c,ExpertPlus,good
https://api.beatsaver.com/download/key/4a48,ExpertPlus,good
https://api.beatsaver.com/download/key/10674,ExpertPlus,good
https://api.beatsaver.com/download/key/b209,ExpertPlus,good
https://api.beatsaver.com/download/key/b345,ExpertPlus,good
https://api.beatsaver.com/download/key/124e8,ExpertPlus,good
https://api.beatsaver.com/download/key/7069,ExpertPlus,good
https://api.beatsaver.com/download/key/761e,ExpertPlus,good
https://api.beatsaver.com/download/key/48e8,ExpertPlus,good
https://api.beatsaver.com/download/key/44f4,ExpertPlus,good
https://api.beatsaver.com/download/key/498c,ExpertPlus,good
https://api.beatsaver.com/download/key/142e9,ExpertPlus,good
https://api.beatsaver.com/download/key/89a1,ExpertPlus,good
https://api.beatsaver.com/download/key/56fb,ExpertPlus,good
https://api.beatsaver.com/download/key/55c8,ExpertPlus,good
https://api.beatsaver.com/download/key/a44f,ExpertPlus,good
https://api.beatsaver.com/download/key/8100,ExpertPlus,good
https://api.beatsaver.com/download/key/16726,ExpertPlus,good
https://api.beatsaver.com/download/key/c536,ExpertPlus,good
https://api.beatsaver.com/download/key/3bc6,ExpertPlus,good
https://api.beatsaver.com/download/key/c09f,ExpertPlus,good
https://api.beatsaver.com/download/key/b5a5,ExpertPlus,good
https://api.beatsaver.com/download/key/7363,ExpertPlus,good
https://api.beatsaver.com/download/key/9c59,ExpertPlus,good
https://api.beatsaver.com/download/key/9b80,ExpertPlus,good
https://api.beatsaver.com/download/key/8dd9,ExpertPlus,good
https://api.beatsaver.com/download/key/a73f,ExpertPlus,good
https://api.beatsaver.com/download/key/82d0,ExpertPlus,good
https://api.beatsaver.com/download/key/5e3f,ExpertPlus,good
https://api.beatsaver.com/download/key/420b,ExpertPlus,good
https://api.beatsaver.com/download/key/41b0,ExpertPlus,good
https://api.beatsaver.com/download/key/8b36,ExpertPlus,good
https://api.beatsaver.com/download/key/6787,ExpertPlus,good
https://api.beatsaver.com/download/key/5d64,ExpertPlus,good
https://api.beatsaver.com/download/key/44ff,ExpertPlus,good
https://api.beatsaver.com/download/key/3a07,ExpertPlus,good
https://api.beatsaver.com/download/key/8341,ExpertPlus,good
https://api.beatsaver.com/download/key/9442,ExpertPlus,good
https://api.beatsaver.com/download/key/12fbf,ExpertPlus,good
https://api.beatsaver.com/download/key/9053,ExpertPlus,good
https://api.beatsaver.com/download/key/5431,ExpertPlus,good
https://api.beatsaver.com/download/key/73ad,ExpertPlus,good
https://api.beatsaver.com/download/key/69e5,ExpertPlus,good
https://api.beatsaver.com/download/key/ed9e,ExpertPlus,good
https://api.beatsaver.com/download/key/b928,ExpertPlus,good
https://api.beatsaver.com/download/key/3a7c,ExpertPlus,good
https://api.beatsaver.com/download/key/71eb,ExpertPlus,good
https://api.beatsaver.com/download/key/6d04,ExpertPlus,good
https://api.beatsaver.com/download/key/9ef0,ExpertPlus,good
https://api.beatsaver.com/download/key/4a21,ExpertPlus,good
https://api.beatsaver.com/download/key/bd45,ExpertPlus,good
https://api.beatsaver.com/download/key/50c4,ExpertPlus,good
https://api.beatsaver.com/download/key/ed9d,ExpertPlus,good
https://api.beatsaver.com/download/key/e41d,ExpertPlus,good
https://api.beatsaver.com/download/key/46b7,ExpertPlus,good
https://api.beatsaver.com/download/key/d55f,ExpertPlus,good
https://api.beatsaver.com/download/key/af35,ExpertPlus,good
https://api.beatsaver.com/download/key/65c7,ExpertPlus,good
https://api.beatsaver.com/download/key/611c,ExpertPlus,good
https://api.beatsaver.com/download/key/b741,ExpertPlus,good
https://api.beatsaver.com/download/key/8eec,ExpertPlus,good
https://api.beatsaver.com/download/key/17f38,ExpertPlus,good
https://api.beatsaver.com/download/key/18bf,ExpertPlus,good
https://api.beatsaver.com/download/key/19950,ExpertPlus,good
https://api.beatsaver.com/download/key/37bb,ExpertPlus,good
https://api.beatsaver.com/download/key/e4ac,ExpertPlus,good
https://api.beatsaver.com/download/key/13fe,ExpertPlus,good
https://api.beatsaver.com/download/key/6507,ExpertPlus,good
https://api.beatsaver.com/download/key/948a,ExpertPlus,good
https://api.beatsaver.com/download/key/687,ExpertPlus,good
https://api.beatsaver.com/download/key/1a0bd,ExpertPlus,good
https://api.beatsaver.com/download/key/6d1c,ExpertPlus,good
https://api.beatsaver.com/download/key/7e4f,ExpertPlus,good
https://api.beatsaver.com/download/key/5cf4,ExpertPlus,good
https://api.beatsaver.com/download/key/115c2,ExpertPlus,good
https://api.beatsaver.com/download/key/8d02,ExpertPlus,good
https://api.beatsaver.com/download/key/12b77,ExpertPlus,good
https://api.beatsaver.com/download/key/5d23,ExpertPlus,good
https://api.beatsaver.com/download/key/96a5,ExpertPlus,good
https://api.beatsaver.com/download/key/a786,ExpertPlus,good
https://api.beatsaver.com/download/key/4600,ExpertPlus,good
https://api.beatsaver.com/download/key/4421,ExpertPlus,good
